production_date,day_number,downtime_min,centre_line,upper_control_limit,lower_control_limit,in_baseline,beyond_limits,run_of_eight,out_of_control
2024-06-19,69,389.78,478.19599999999997,832.1784886445134,124.21351135548645,True,False,True,True
2024-06-20,70,292.64,478.19599999999997,832.1784886445134,124.21351135548645,True,False,True,True
2024-06-21,71,335.84000000000003,478.19599999999997,832.1784886445134,124.21351135548645,True,False,True,True
2024-06-22,72,509.75,478.19599999999997,832.1784886445134,124.21351135548645,True,False,False,False
2024-06-24,73,571.39,478.19599999999997,832.1784886445134,124.21351135548645,True,False,False,False
2024-06-25,74,666.98,478.19599999999997,832.1784886445134,124.21351135548645,True,False,False,False
2024-06-26,75,567.22,478.19599999999997,832.1784886445134,124.21351135548645,True,False,False,False
2024-06-27,76,394.36,478.19599999999997,832.1784886445134,124.21351135548645,True,False,False,False
2024-06-28,77,309.40999999999997,478.19599999999997,832.1784886445134,124.21351135548645,True,False,False,False
2024-06-29,78,584.11,478.19599999999997,832.1784886445134,124.21351135548645,True,False,False,False
2024-07-01,79,473.79,478.19599999999997,832.1784886445134,124.21351135548645,True,False,False,False
2024-07-02,80,321.07,478.19599999999997,832.1784886445134,124.21351135548645,True,False,False,False
2024-07-03,81,502.02,478.19599999999997,832.1784886445134,124.21351135548645,True,False,False,False
2024-07-04,82,671.4399999999999,478.19599999999997,832.1784886445134,124.21351135548645,True,False,False,False
2024-07-05,83,418.26,478.19599999999997,832.1784886445134,124.21351135548645,True,False,False,False
2024-07-06,84,459.13,478.19599999999997,832.1784886445134,124.21351135548645,True,False,False,False
2024-07-08,85,569.64,478.19599999999997,832.1784886445134,124.21351135548645,True,False,False,False
2024-07-09,86,320.75,478.19599999999997,832.1784886445134,124.21351135548645,True,False,False,False
2024-07-10,87,685.62,478.19599999999997,832.1784886445134,124.21351135548645,True,False,False,False
2024-07-11,88,766.52,478.19599999999997,832.1784886445134,124.21351135548645,True,False,False,False
2024-07-12,89,452.18,478.19599999999997,832.1784886445134,124.21351135548645,True,False,False,False
2024-07-13,90,571.0,478.19599999999997,832.1784886445134,124.21351135548645,True,False,False,False
2024-07-15,91,441.19,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-07-16,92,405.5,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-07-17,93,482.11,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-07-18,94,525.5799999999999,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-07-19,95,451.88,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-07-20,96,451.61,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-07-22,97,458.27,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-07-23,98,480.72,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-07-24,99,540.3199999999999,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-07-25,100,316.94,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-07-26,101,473.51,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-07-27,102,558.48,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-07-29,103,380.85,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-07-30,104,491.73,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-07-31,105,591.09,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-08-01,106,647.02,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-08-02,107,454.58,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-08-03,108,532.71,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-08-05,109,584.1899999999999,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-08-06,110,653.1700000000001,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-08-07,111,515.8,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-08-08,112,555.61,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-08-09,113,610.17,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-08-10,114,327.81,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-08-12,115,430.68,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-08-13,116,507.44,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-08-14,117,613.14,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-08-15,118,450.35,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-08-16,119,578.5,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-08-17,120,468.78999999999996,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-08-19,121,569.55,478.19599999999997,832.1784886445134,124.21351135548645,False,False,True,True
2024-08-20,122,764.97,478.19599999999997,832.1784886445134,124.21351135548645,False,False,True,True
2024-08-21,123,640.8599999999999,478.19599999999997,832.1784886445134,124.21351135548645,False,False,True,True
2024-08-22,124,613.72,478.19599999999997,832.1784886445134,124.21351135548645,False,False,True,True
2024-08-23,125,513.1,478.19599999999997,832.1784886445134,124.21351135548645,False,False,True,True
2024-08-24,126,554.65,478.19599999999997,832.1784886445134,124.21351135548645,False,False,True,True
2024-08-26,127,485.76,478.19599999999997,832.1784886445134,124.21351135548645,False,False,True,True
2024-08-27,128,549.67,478.19599999999997,832.1784886445134,124.21351135548645,False,False,True,True
2024-08-28,129,467.37,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-08-29,130,376.38,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-08-30,131,336.53999999999996,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-08-31,132,557.99,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-09-02,133,559.46,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-09-03,134,377.0,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-09-04,135,544.23,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-09-05,136,525.41,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-09-06,137,332.11,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-09-07,138,592.22,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-09-09,139,246.16,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-09-10,140,805.38,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-09-11,141,460.46,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-09-12,142,549.7,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-09-13,143,616.77,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-09-14,144,421.87,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-09-16,145,364.39,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-09-17,146,587.9200000000001,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-09-18,147,499.66,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-09-19,148,530.02,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-09-20,149,370.43,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-09-21,150,280.17,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-09-23,151,359.38,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-09-24,152,387.86,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-09-25,153,422.01,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-09-26,154,295.19,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-09-27,155,466.09000000000003,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-09-28,156,498.34000000000003,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-09-30,157,720.05,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-10-01,158,406.77,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-10-02,159,385.24,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-10-03,160,320.63,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-10-04,161,315.13,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-10-05,162,769.78,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-10-07,163,474.05,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-10-08,164,495.19,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-10-09,165,468.9,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-10-10,166,570.08,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-10-11,167,437.24,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-10-12,168,495.64,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-10-14,169,649.36,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-10-15,170,498.24,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-10-16,171,454.82,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-10-17,172,379.95000000000005,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-10-18,173,761.49,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-10-19,174,450.97,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-10-21,175,560.49,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-10-22,176,442.35999999999996,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-10-23,177,305.85,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-10-24,178,429.02,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-10-25,179,366.43,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-10-26,180,654.5,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-10-28,181,301.94,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-10-29,182,571.14,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-10-30,183,585.85,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-10-31,184,790.4599999999999,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-11-01,185,563.6,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-11-02,186,583.48,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-11-04,187,324.53,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-11-05,188,477.75,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-11-06,189,481.47999999999996,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-11-07,190,528.37,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-11-08,191,458.69,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-11-09,192,416.38,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-11-11,193,300.48,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-11-12,194,446.13,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-11-13,195,360.99,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-11-14,196,460.46999999999997,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-11-15,197,590.66,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-11-16,198,578.76,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-11-18,199,418.11,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-11-19,200,430.44,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-11-20,201,656.0,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-11-21,202,608.1,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-11-22,203,367.03,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-11-23,204,447.3,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-11-25,205,467.12,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-11-26,206,534.1800000000001,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-11-27,207,515.66,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-11-28,208,380.92,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-11-29,209,411.03,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-11-30,210,527.26,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-12-02,211,365.18,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-12-03,212,547.39,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-12-04,213,331.57,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-12-05,214,351.68,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-12-06,215,378.04,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-12-07,216,399.40999999999997,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-12-09,217,358.6,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-12-10,218,459.91999999999996,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-12-11,219,488.96000000000004,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-12-12,220,320.73,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-12-13,221,579.63,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-12-14,222,381.77,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-12-16,223,652.1500000000001,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-12-17,224,731.69,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-12-18,225,452.67,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-12-19,226,468.1,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-12-20,227,413.29,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-12-21,228,379.51,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-12-23,229,465.40000000000003,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-12-24,230,382.75,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-12-25,231,615.3299999999999,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-12-26,232,573.45,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-12-27,233,631.71,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-12-28,234,347.37,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-12-30,235,532.74,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2024-12-31,236,552.45,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2025-01-01,237,532.3199999999999,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2025-01-02,238,484.46000000000004,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2025-01-03,239,433.47999999999996,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2025-01-04,240,771.1299999999999,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2025-01-06,241,415.53,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2025-01-07,242,613.78,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2025-01-08,243,467.3,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2025-01-09,244,823.4100000000001,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2025-01-10,245,417.24,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2025-01-11,246,411.06,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2025-01-13,247,409.5,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2025-01-14,248,563.4300000000001,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2025-01-15,249,355.52,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2025-01-16,250,610.4399999999999,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2025-01-17,251,565.73,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2025-01-18,252,477.54,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2025-01-20,253,436.59000000000003,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2025-01-21,254,449.07,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2025-01-22,255,502.08,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2025-01-23,256,465.84000000000003,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2025-01-24,257,618.87,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2025-01-25,258,720.91,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2025-01-27,259,387.47,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2025-01-28,260,592.18,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2025-01-29,261,399.58,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2025-01-30,262,412.45,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2025-01-31,263,425.90999999999997,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2025-02-01,264,394.65,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2025-02-03,265,572.36,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2025-02-04,266,583.16,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2025-02-05,267,467.2,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2025-02-06,268,618.09,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2025-02-07,269,622.75,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2025-02-08,270,592.6800000000001,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2025-02-10,271,454.65000000000003,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2025-02-11,272,597.9,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2025-02-12,273,762.01,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2025-02-13,274,376.28999999999996,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2025-02-14,275,496.78,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2025-02-15,276,485.95,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2025-02-17,277,476.21000000000004,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2025-02-18,278,285.16999999999996,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2025-02-19,279,450.09,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2025-02-20,280,364.2,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2025-02-21,281,645.85,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2025-02-22,282,656.95,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2025-02-24,283,711.47,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2025-02-25,284,560.01,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2025-02-26,285,434.43,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2025-02-27,286,576.97,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2025-02-28,287,370.12,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2025-03-01,288,476.57,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2025-03-03,289,425.1,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2025-03-04,290,435.53999999999996,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2025-03-05,291,418.78999999999996,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2025-03-06,292,928.19,478.19599999999997,832.1784886445134,124.21351135548645,False,True,False,True
2025-03-07,293,605.2,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2025-03-08,294,545.5600000000001,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2025-03-10,295,384.11,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2025-03-11,296,436.7,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2025-03-12,297,333.54,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2025-03-13,298,530.78,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2025-03-14,299,433.76,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2025-03-15,300,650.71,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2025-03-17,301,422.57,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2025-03-18,302,619.04,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
2025-03-19,303,531.13,478.19599999999997,832.1784886445134,124.21351135548645,False,False,False,False
