production_date,day_number,good_units,centre_line,upper_control_limit,lower_control_limit,in_baseline,beyond_limits,run_of_eight,out_of_control
2024-05-08,33,31164,31475.077777777777,36569.56737854278,26380.588177012774,True,False,False,False
2024-05-09,34,30055,31475.077777777777,36569.56737854278,26380.588177012774,True,False,False,False
2024-05-10,35,27623,31475.077777777777,36569.56737854278,26380.588177012774,True,False,False,False
2024-05-11,36,31026,31475.077777777777,36569.56737854278,26380.588177012774,True,False,False,False
2024-05-13,37,32654,31475.077777777777,36569.56737854278,26380.588177012774,True,False,False,False
2024-05-14,38,33605,31475.077777777777,36569.56737854278,26380.588177012774,True,False,False,False
2024-05-15,39,29642,31475.077777777777,36569.56737854278,26380.588177012774,True,False,False,False
2024-05-16,40,31117,31475.077777777777,36569.56737854278,26380.588177012774,True,False,False,False
2024-05-17,41,32808,31475.077777777777,36569.56737854278,26380.588177012774,True,False,False,False
2024-05-18,42,32197,31475.077777777777,36569.56737854278,26380.588177012774,True,False,False,False
2024-05-20,43,33263,31475.077777777777,36569.56737854278,26380.588177012774,True,False,False,False
2024-05-21,44,30306,31475.077777777777,36569.56737854278,26380.588177012774,True,False,False,False
2024-05-22,45,35307,31475.077777777777,36569.56737854278,26380.588177012774,True,False,False,False
2024-05-23,46,31023,31475.077777777777,36569.56737854278,26380.588177012774,True,False,False,False
2024-05-24,47,31557,31475.077777777777,36569.56737854278,26380.588177012774,True,False,False,False
2024-05-25,48,31866,31475.077777777777,36569.56737854278,26380.588177012774,True,False,False,False
2024-05-27,49,29769,31475.077777777777,36569.56737854278,26380.588177012774,True,False,False,False
2024-05-28,50,30643,31475.077777777777,36569.56737854278,26380.588177012774,True,False,False,False
2024-05-29,51,31799,31475.077777777777,36569.56737854278,26380.588177012774,True,False,False,False
2024-05-30,52,33436,31475.077777777777,36569.56737854278,26380.588177012774,True,False,False,False
2024-05-31,53,31285,31475.077777777777,36569.56737854278,26380.588177012774,True,False,False,False
2024-06-01,54,31210,31475.077777777777,36569.56737854278,26380.588177012774,True,False,False,False
2024-06-03,55,32287,31475.077777777777,36569.56737854278,26380.588177012774,True,False,False,False
2024-06-04,56,32449,31475.077777777777,36569.56737854278,26380.588177012774,True,False,False,False
2024-06-05,57,31445,31475.077777777777,36569.56737854278,26380.588177012774,True,False,False,False
2024-06-06,58,30826,31475.077777777777,36569.56737854278,26380.588177012774,True,False,False,False
2024-06-07,59,30470,31475.077777777777,36569.56737854278,26380.588177012774,True,False,False,False
2024-06-08,60,33215,31475.077777777777,36569.56737854278,26380.588177012774,True,False,False,False
2024-06-10,61,28638,31475.077777777777,36569.56737854278,26380.588177012774,True,False,False,False
2024-06-11,62,30994,31475.077777777777,36569.56737854278,26380.588177012774,True,False,False,False
2024-06-12,63,32391,31475.077777777777,36569.56737854278,26380.588177012774,True,False,False,False
2024-06-13,64,31351,31475.077777777777,36569.56737854278,26380.588177012774,True,False,False,False
2024-06-14,65,32126,31475.077777777777,36569.56737854278,26380.588177012774,True,False,False,False
2024-06-15,66,33720,31475.077777777777,36569.56737854278,26380.588177012774,True,False,False,False
2024-06-17,67,33840,31475.077777777777,36569.56737854278,26380.588177012774,True,False,False,False
2024-06-18,68,32654,31475.077777777777,36569.56737854278,26380.588177012774,True,False,False,False
2024-06-19,69,33364,31475.077777777777,36569.56737854278,26380.588177012774,True,False,False,False
2024-06-20,70,34128,31475.077777777777,36569.56737854278,26380.588177012774,True,False,False,False
2024-06-21,71,32810,31475.077777777777,36569.56737854278,26380.588177012774,True,False,False,False
2024-06-22,72,30865,31475.077777777777,36569.56737854278,26380.588177012774,True,False,False,False
2024-06-24,73,30454,31475.077777777777,36569.56737854278,26380.588177012774,True,False,False,False
2024-06-25,74,28042,31475.077777777777,36569.56737854278,26380.588177012774,True,False,False,False
2024-06-26,75,29900,31475.077777777777,36569.56737854278,26380.588177012774,True,False,False,False
2024-06-27,76,32195,31475.077777777777,36569.56737854278,26380.588177012774,True,False,False,False
2024-06-28,77,33501,31475.077777777777,36569.56737854278,26380.588177012774,True,False,False,False
2024-06-29,78,30147,31475.077777777777,36569.56737854278,26380.588177012774,True,False,False,False
2024-07-01,79,31411,31475.077777777777,36569.56737854278,26380.588177012774,True,False,False,False
2024-07-02,80,33667,31475.077777777777,36569.56737854278,26380.588177012774,True,False,False,False
2024-07-03,81,30912,31475.077777777777,36569.56737854278,26380.588177012774,True,False,False,False
2024-07-04,82,27910,31475.077777777777,36569.56737854278,26380.588177012774,True,False,False,False
2024-07-05,83,32114,31475.077777777777,36569.56737854278,26380.588177012774,True,False,False,False
2024-07-06,84,33223,31475.077777777777,36569.56737854278,26380.588177012774,True,False,False,False
2024-07-08,85,31323,31475.077777777777,36569.56737854278,26380.588177012774,True,False,False,False
2024-07-09,86,33359,31475.077777777777,36569.56737854278,26380.588177012774,True,False,False,False
2024-07-10,87,30217,31475.077777777777,36569.56737854278,26380.588177012774,True,False,False,False
2024-07-11,88,28492,31475.077777777777,36569.56737854278,26380.588177012774,True,False,False,False
2024-07-12,89,31679,31475.077777777777,36569.56737854278,26380.588177012774,True,False,False,False
2024-07-13,90,30585,31475.077777777777,36569.56737854278,26380.588177012774,True,False,False,False
2024-07-15,91,31784,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-07-16,92,32837,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-07-17,93,31835,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-07-18,94,30449,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-07-19,95,32205,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-07-20,96,31779,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-07-22,97,32388,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-07-23,98,30658,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-07-24,99,29374,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-07-25,100,33172,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-07-26,101,31997,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-07-27,102,30527,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-07-29,103,32284,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-07-30,104,31420,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-07-31,105,29330,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-08-01,106,28124,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-08-02,107,31027,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-08-03,108,31418,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-08-05,109,31795,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-08-06,110,29759,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-08-07,111,31052,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-08-08,112,30657,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-08-09,113,29334,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-08-10,114,34010,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-08-12,115,31970,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-08-13,116,31026,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-08-14,117,29793,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-08-15,118,32284,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-08-16,119,30357,31475.077777777777,36569.56737854278,26380.588177012774,False,False,True,True
2024-08-17,120,31408,31475.077777777777,36569.56737854278,26380.588177012774,False,False,True,True
2024-08-19,121,30545,31475.077777777777,36569.56737854278,26380.588177012774,False,False,True,True
2024-08-20,122,27155,31475.077777777777,36569.56737854278,26380.588177012774,False,False,True,True
2024-08-21,123,29082,31475.077777777777,36569.56737854278,26380.588177012774,False,False,True,True
2024-08-22,124,28704,31475.077777777777,36569.56737854278,26380.588177012774,False,False,True,True
2024-08-23,125,30750,31475.077777777777,36569.56737854278,26380.588177012774,False,False,True,True
2024-08-24,126,31067,31475.077777777777,36569.56737854278,26380.588177012774,False,False,True,True
2024-08-26,127,30759,31475.077777777777,36569.56737854278,26380.588177012774,False,False,True,True
2024-08-27,128,31194,31475.077777777777,36569.56737854278,26380.588177012774,False,False,True,True
2024-08-28,129,31965,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-08-29,130,32871,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-08-30,131,34372,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-08-31,132,30035,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-09-02,133,30169,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-09-03,134,33348,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-09-04,135,30154,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-09-05,136,30354,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-09-06,137,33924,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-09-07,138,29650,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-09-09,139,34437,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-09-10,140,27268,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-09-11,141,31248,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-09-12,142,30459,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-09-13,143,29741,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-09-14,144,31908,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-09-16,145,33959,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-09-17,146,28842,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-09-18,147,31170,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-09-19,148,30896,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-09-20,149,34220,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-09-21,150,33536,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-09-23,151,33099,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-09-24,152,32398,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-09-25,153,31720,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-09-26,154,34277,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-09-27,155,31690,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-09-28,156,31019,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-09-30,157,28127,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-10-01,158,32115,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-10-02,159,32994,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-10-03,160,34242,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-10-04,161,34163,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-10-05,162,28911,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-10-07,163,32029,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-10-08,164,31204,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-10-09,165,31797,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-10-10,166,31013,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-10-11,167,31851,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-10-12,168,30798,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-10-14,169,29440,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-10-15,170,31394,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-10-16,171,32218,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-10-17,172,31786,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-10-18,173,28429,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-10-19,174,32531,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-10-21,175,30354,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-10-22,176,31570,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-10-23,177,33160,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-10-24,178,32045,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-10-25,179,32338,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-10-26,180,30107,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-10-28,181,32955,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-10-29,182,30276,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-10-30,183,29762,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-10-31,184,28062,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-11-01,185,31165,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-11-02,186,31146,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-11-04,187,33880,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-11-05,188,32597,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-11-06,189,31442,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-11-07,190,30522,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-11-08,191,32115,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-11-09,192,31997,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-11-11,193,33873,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-11-12,194,32081,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-11-13,195,32610,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-11-14,196,32886,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-11-15,197,29843,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-11-16,198,30094,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-11-18,199,31613,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-11-19,200,33198,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-11-20,201,28836,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-11-21,202,30937,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-11-22,203,33389,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-11-23,204,32383,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-11-25,205,31383,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-11-26,206,30021,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-11-27,207,31380,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-11-28,208,31675,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-11-29,209,33158,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-11-30,210,30889,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-12-02,211,32662,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-12-03,212,31039,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-12-04,213,33405,31475.077777777777,36569.56737854278,26380.588177012774,False,False,True,True
2024-12-05,214,32641,31475.077777777777,36569.56737854278,26380.588177012774,False,False,True,True
2024-12-06,215,33146,31475.077777777777,36569.56737854278,26380.588177012774,False,False,True,True
2024-12-07,216,33163,31475.077777777777,36569.56737854278,26380.588177012774,False,False,True,True
2024-12-09,217,34556,31475.077777777777,36569.56737854278,26380.588177012774,False,False,True,True
2024-12-10,218,31912,31475.077777777777,36569.56737854278,26380.588177012774,False,False,True,True
2024-12-11,219,31706,31475.077777777777,36569.56737854278,26380.588177012774,False,False,True,True
2024-12-12,220,33981,31475.077777777777,36569.56737854278,26380.588177012774,False,False,True,True
2024-12-13,221,29514,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-12-14,222,32572,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-12-16,223,28400,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-12-17,224,27996,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-12-18,225,32399,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-12-19,226,31424,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-12-20,227,32234,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-12-21,228,33279,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-12-23,229,31191,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-12-24,230,33111,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-12-25,231,29781,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-12-26,232,30430,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-12-27,233,29393,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-12-28,234,33739,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-12-30,235,31127,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2024-12-31,236,30946,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2025-01-01,237,31362,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2025-01-02,238,31776,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2025-01-03,239,31895,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2025-01-04,240,28521,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2025-01-06,241,32694,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2025-01-07,242,29709,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2025-01-08,243,31627,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2025-01-09,244,27002,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2025-01-10,245,31985,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2025-01-11,246,32107,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2025-01-13,247,32167,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2025-01-14,248,30446,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2025-01-15,249,33189,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2025-01-16,250,30184,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2025-01-17,251,29628,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2025-01-18,252,31990,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2025-01-20,253,32360,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2025-01-21,254,32798,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2025-01-22,255,31925,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2025-01-23,256,30718,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2025-01-24,257,29233,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2025-01-25,258,27744,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2025-01-27,259,31795,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2025-01-28,260,30055,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2025-01-29,261,32885,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2025-01-30,262,32194,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2025-01-31,263,32259,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2025-02-01,264,32194,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2025-02-03,265,30107,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2025-02-04,266,30734,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2025-02-05,267,31519,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2025-02-06,268,29599,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2025-02-07,269,28494,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2025-02-08,270,28370,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2025-02-10,271,32141,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2025-02-11,272,30677,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2025-02-12,273,28383,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2025-02-13,274,32973,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2025-02-14,275,32263,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2025-02-15,276,31679,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2025-02-17,277,32203,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2025-02-18,278,34282,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2025-02-19,279,31857,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2025-02-20,280,32166,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2025-02-21,281,28614,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2025-02-22,282,28872,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2025-02-24,283,28403,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2025-02-25,284,30877,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2025-02-26,285,31962,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2025-02-27,286,29705,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2025-02-28,287,31124,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2025-03-01,288,31794,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2025-03-03,289,31704,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2025-03-04,290,32531,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2025-03-05,291,32595,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2025-03-06,292,24970,31475.077777777777,36569.56737854278,26380.588177012774,False,True,False,True
2025-03-07,293,31231,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2025-03-08,294,31607,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2025-03-10,295,33222,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2025-03-11,296,31906,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2025-03-12,297,32393,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2025-03-13,298,31566,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2025-03-14,299,31779,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2025-03-15,300,29398,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2025-03-17,301,31674,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2025-03-18,302,29638,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2025-03-19,303,30847,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2025-03-20,304,30129,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2025-03-21,305,32139,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2025-03-22,306,29117,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2025-03-24,307,31794,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2025-03-25,308,30692,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2025-03-26,309,31303,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2025-03-27,310,29484,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2025-03-28,311,30480,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2025-03-29,312,31719,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
2025-03-31,313,30544,31475.077777777777,36569.56737854278,26380.588177012774,False,False,False,False
