production_date,day_number,units_produced,defective_units,defect_rate,centre_line,upper_control_limit,lower_control_limit,in_baseline,beyond_limits,run_of_eight,out_of_control
2024-06-06,58,31440,614,0.019529262086513996,0.025082950772618347,0.027728727131996173,0.022437174413240522,True,True,False,True
2024-06-07,59,31179,709,0.022739664517784405,0.025082950772618347,0.02773977797551564,0.022426123569721054,True,False,False,False
2024-06-08,60,34177,962,0.02814758463294028,0.025082950772618347,0.027620575695963937,0.022545325849272758,True,True,False,True
2024-06-10,61,29388,750,0.02552062066149449,0.025082950772618347,0.02781953856137065,0.022346362983866046,True,False,False,False
2024-06-11,62,31795,801,0.025192640352256643,0.025082950772618347,0.02771391525756265,0.022451986287674044,True,False,False,False
2024-06-12,63,33081,690,0.020857894259544752,0.025082950772618347,0.02766226994107427,0.022503631604162425,True,True,False,True
2024-06-13,64,32288,937,0.029020069375619423,0.025082950772618347,0.027693752119194486,0.02247214942604221,True,True,False,True
2024-06-14,65,32891,765,0.023258642181751846,0.025082950772618347,0.02766970913320041,0.022496192412036285,True,False,False,False
2024-06-15,66,34742,1022,0.029416844165563297,0.025082950772618347,0.02759985675094042,0.022566044794296275,True,True,False,True
2024-06-17,67,34690,850,0.02450273854136639,0.025082950772618347,0.02760174245432676,0.022564159090909936,True,False,False,False
2024-06-18,68,33244,590,0.017747563470099866,0.025082950772618347,0.027655938788875234,0.02250996275636146,True,True,False,True
2024-06-19,69,34283,919,0.02680628883119914,0.025082950772618347,0.02761664960306234,0.022549251942174355,True,False,False,False
2024-06-20,70,35285,1157,0.03279013745217515,0.025082950772618347,0.027580415362986915,0.02258548618224978,True,True,False,True
2024-06-21,71,33525,715,0.021327367636092467,0.025082950772618347,0.027645132956709013,0.02252076858852768,True,True,False,True
2024-06-22,72,31586,721,0.022826568732982968,0.025082950772618347,0.02772260526213946,0.022443296283097235,True,False,False,False
2024-06-24,73,31330,876,0.027960421321417173,0.025082950772618347,0.02773336773828129,0.022432533806955406,True,True,False,True
2024-06-25,74,28873,831,0.0287812142832404,0.025082950772618347,0.02784383658416375,0.022322064961072946,True,True,False,True
2024-06-26,75,30709,809,0.026344068514116383,0.025082950772618347,0.027760032089007812,0.022405869456228883,True,False,False,False
2024-06-27,76,32942,747,0.022676218808815495,0.025082950772618347,0.027667705979527377,0.02249819556570932,True,False,False,False
2024-06-28,77,34462,961,0.02788578724392084,0.025082950772618347,0.027610060859650544,0.02255584068558615,True,True,False,True
2024-06-29,78,30850,703,0.02278768233387358,0.025082950772618347,0.02775390727929613,0.022411994265940566,True,False,False,False
2024-07-01,79,32192,781,0.024260685884691848,0.025082950772618347,0.027697642066243578,0.022468259478993117,True,False,False,False
2024-07-02,80,34246,579,0.016907084039011856,0.025082950772618347,0.02761801796066534,0.022547883584571354,True,True,False,True
2024-07-03,81,31702,790,0.02491956343448363,0.025082950772618347,0.027717771489245858,0.022448130055990837,True,False,False,False
2024-07-04,82,28360,450,0.015867418899858956,0.025082950772618347,0.027868695306589048,0.022297206238647647,True,True,False,True
2024-07-05,83,32989,875,0.026523992846100214,0.025082950772618347,0.027665864050467903,0.022500037494768792,True,False,False,False
2024-07-06,84,34114,891,0.026118309198569504,0.025082950772618347,0.027622917793462466,0.02254298375177423,True,False,False,False
2024-07-08,85,32215,892,0.027688964767965233,0.025082950772618347,0.027696708516072893,0.0224691930291638,True,False,False,False
2024-07-09,86,34178,819,0.02396278307683305,0.025082950772618347,0.02762053857203209,0.022545362973204607,True,False,True,True
2024-07-10,87,30912,695,0.022483178053830228,0.025082950772618347,0.02775122737469346,0.022414674170543235,True,False,True,True
2024-07-11,88,29113,621,0.021330677017140108,0.025082950772618347,0.02783243302124949,0.022333468523987206,True,True,True,True
2024-07-12,89,32410,731,0.02255476704720765,0.025082950772618347,0.027688833605209358,0.022477067940027337,True,False,True,True
2024-07-13,90,31362,777,0.024775205662904153,0.025082950772618347,0.027732015225867813,0.022433886319368882,True,False,True,True
2024-07-15,91,32327,543,0.01679710458749652,0.025082950772618347,0.02769217677999039,0.022473724765246304,False,True,True,True
2024-07-16,92,33457,620,0.018531249065965268,0.025082950772618347,0.027647735400896024,0.02251816614434067,False,True,True,True
2024-07-17,93,32634,799,0.024483667340810197,0.025082950772618347,0.02767987480659916,0.022486026738637536,False,False,True,True
2024-07-18,94,31331,882,0.028151032523698574,0.025082950772618347,0.027733325440906252,0.022432576104330443,False,True,False,True
2024-07-19,95,33111,906,0.027362507927878952,0.025082950772618347,0.02766110118884223,0.022504800356394464,False,False,False,False
2024-07-20,96,32750,971,0.02964885496183206,0.025082950772618347,0.02767527159421603,0.022490629951020667,False,True,False,True
2024-07-22,97,33100,712,0.02151057401812689,0.025082950772618347,0.027661529546830228,0.022504371998406467,False,True,False,True
2024-07-23,98,31378,720,0.022946013130218625,0.025082950772618347,0.027731339745662213,0.02243456179957448,False,False,False,False
2024-07-24,99,30249,875,0.02892657608515984,0.025082950772618347,0.027780310626152452,0.022385590919084243,False,True,False,True
2024-07-25,100,33970,798,0.02349131586694142,0.025082950772618347,0.02762829560414992,0.022537605941086773,False,False,False,False
2024-07-26,101,32792,795,0.02424371797999512,0.025082950772618347,0.027673610939796908,0.022492290605439787,False,False,False,False
2024-07-27,102,31164,637,0.020440251572327043,0.025082950772618347,0.027740417296747047,0.022425484248489648,False,True,False,True
2024-07-29,103,33161,877,0.02644672959199059,0.025082950772618347,0.027659156794086082,0.022506744751150613,False,False,False,False
2024-07-30,104,31962,542,0.016957637194168075,0.025082950772618347,0.027707032920776187,0.022458868624460507,False,True,False,True
2024-07-31,105,30188,858,0.02842188949251358,0.025082950772618347,0.02778303448853467,0.022382867056702026,False,True,False,True
2024-08-01,106,28896,772,0.026716500553709856,0.025082950772618347,0.027842737590970865,0.02232316395426583,False,False,False,False
2024-08-02,107,31816,789,0.024798843349258234,0.025082950772618347,0.027713046836420598,0.022452854708816097,False,False,False,False
2024-08-03,108,32309,891,0.027577455198241976,0.025082950772618347,0.02769290350518332,0.022472998040053375,False,False,False,False
2024-08-05,109,32290,495,0.015329823474759988,0.025082950772618347,0.02769367126314694,0.022472230282089754,False,True,False,True
2024-08-06,110,30425,666,0.021889893179950697,0.025082950772618347,0.027772497579652566,0.02239340396558413,False,True,False,True
2024-08-07,111,31925,873,0.02734534064212999,0.025082950772618347,0.027708553091871885,0.02245734845336481,False,False,False,False
2024-08-08,112,31408,751,0.02391110545084055,0.025082950772618347,0.02773007461176745,0.022435826933469245,False,False,False,False
2024-08-09,113,30088,754,0.025059824514756714,0.025082950772618347,0.02778751774423053,0.022378383801006166,False,False,False,False
2024-08-10,114,34932,922,0.02639413718080843,0.025082950772618347,0.027593002517344926,0.02257289902789177,False,False,False,False
2024-08-12,115,32732,762,0.02327997067090309,0.025082950772618347,0.027675984281517213,0.022489917263719482,False,False,False,False
2024-08-13,116,31873,847,0.02657421642142252,0.025082950772618347,0.027710694021171364,0.02245520752406533,False,False,False,False
2024-08-14,117,30664,871,0.028404643882076704,0.025082950772618347,0.027761995702595882,0.022403905842640813,False,True,False,True
2024-08-15,118,33351,1067,0.031993043686845975,0.025082950772618347,0.0276518080148101,0.022514093530426594,False,True,False,True
2024-08-16,119,31139,782,0.02511320209383731,0.025082950772618347,0.02774148385851454,0.022424417686722153,False,False,False,False
2024-08-17,120,32052,644,0.02009234993136154,0.025082950772618347,0.027703346202126836,0.02246255534310986,False,True,False,True
2024-08-19,121,31444,899,0.028590510113217147,0.025082950772618347,0.027728558841670057,0.022437342703566638,False,True,False,True
2024-08-20,122,27835,680,0.024429674869768277,0.025082950772618347,0.02789484375238051,0.022271057792856184,False,False,False,False
2024-08-21,123,29681,599,0.020181260739193425,0.025082950772618347,0.02780599776306487,0.022359903782171824,False,True,False,True
2024-08-22,124,29239,535,0.018297479393960123,0.025082950772618347,0.02782650243549727,0.022339399109739425,False,True,False,True
2024-08-23,125,31531,781,0.024769274682058928,0.025082950772618347,0.027724906453692667,0.022440995091544028,False,False,False,False
2024-08-24,126,31830,763,0.02397109644989004,0.025082950772618347,0.027712468366508126,0.02245343317872857,False,False,False,False
2024-08-26,127,31534,775,0.024576647428172765,0.025082950772618347,0.0277247807789359,0.022441120766300796,False,False,False,False
2024-08-27,128,31854,660,0.020719532868713506,0.025082950772618347,0.027711477591192666,0.02245442395404403,False,True,False,True
2024-08-28,129,32875,910,0.02768060836501901,0.025082950772618347,0.02767033853394833,0.022495563011288366,False,True,False,True
2024-08-29,130,33657,786,0.02335324003921918,0.025082950772618347,0.027640103686330828,0.022525797858905867,False,False,False,False
2024-08-30,131,35179,807,0.022939822052929305,0.025082950772618347,0.02758417516467218,0.022581726380564514,False,False,False,False
2024-08-31,132,30730,695,0.02261633582818093,0.025082950772618347,0.02775911721241344,0.022406784332823254,False,False,False,False
2024-09-02,133,31039,870,0.028029253519765457,0.025082950772618347,0.027745762983557052,0.022420138561679643,False,True,False,True
2024-09-03,134,34125,777,0.02276923076923077,0.025082950772618347,0.02762250838849341,0.022543393156743283,False,False,False,False
2024-09-04,135,30815,661,0.021450592244036996,0.025082950772618347,0.02775542369902547,0.022410477846211224,False,True,False,True
2024-09-05,136,31196,842,0.026990639825618667,0.025082950772618347,0.027739053968954805,0.02242684757628189,False,False,False,False
2024-09-06,137,34661,737,0.02126309108219613,0.025082950772618347,0.0276027959393161,0.022563105605920595,False,True,False,True
2024-09-07,138,30300,650,0.02145214521452145,0.025082950772618347,0.027778039614804125,0.02238786193043257,False,True,False,True
2024-09-09,139,35384,947,0.026763508930590096,0.025082950772618347,0.027576919119208145,0.02258898242602855,False,False,False,False
2024-09-10,140,27824,556,0.01998274870615296,0.025082950772618347,0.027895399527364643,0.022270502017872052,False,True,False,True
2024-09-11,141,31975,727,0.022736512900703675,0.025082950772618347,0.02770649943311476,0.022459402112121937,False,False,False,False
2024-09-12,142,31259,800,0.025592629322755047,0.025082950772618347,0.027736376037819047,0.02242952550741765,False,False,False,False
2024-09-13,143,30581,840,0.02746803570844642,0.025082950772618347,0.027765628841735876,0.02240027270350082,False,False,False,False
2024-09-14,144,32724,816,0.024935826916024934,0.025082950772618347,0.027676301220161542,0.022489600325075153,False,False,False,False
2024-09-16,145,34998,1039,0.029687410709183383,0.025082950772618347,0.027590634645012033,0.022575266900224662,False,True,False,True
2024-09-17,146,29544,702,0.023761169780666124,0.025082950772618347,0.02781230405125507,0.022353597493981626,False,False,False,False
2024-09-18,147,32077,907,0.028275711569037004,0.025082950772618347,0.02770232486822872,0.022463576677007976,False,True,False,True
2024-09-19,148,31458,562,0.017865089961218134,0.025082950772618347,0.027727970078322596,0.0224379314669141,False,True,False,True
2024-09-20,149,34884,664,0.01903451439055154,0.025082950772618347,0.02759472882548897,0.022571172719747724,False,True,False,True
2024-09-21,150,34445,909,0.026389896937146176,0.025082950772618347,0.027610684398220085,0.02255521714701661,False,False,False,False
2024-09-23,151,34044,945,0.02775819527670074,0.025082950772618347,0.02762552774514351,0.022540373800093185,False,True,False,True
2024-09-24,152,33207,809,0.024362333242990936,0.025082950772618347,0.027657371830895065,0.02250852971434163,False,False,False,False
2024-09-25,153,32699,979,0.02993975350928163,0.025082950772618347,0.02767729240297708,0.022488609142259613,False,True,False,True
2024-09-26,154,35229,952,0.02702319112095149,0.025082950772618347,0.02758239955898501,0.022583501986251683,False,False,False,False
2024-09-27,155,32442,752,0.023179828617224587,0.025082950772618347,0.027687548098399878,0.022478353446836817,False,False,False,False
2024-09-28,156,31623,604,0.019100022135787244,0.025082950772618347,0.027721060566801577,0.02244484097843512,False,True,False,True
2024-09-30,157,28763,636,0.022111740778082953,0.025082950772618347,0.027849110853733365,0.02231679069150333,False,True,False,True
2024-10-01,158,33136,1021,0.03081240946402704,0.025082950772618347,0.027660128441346403,0.022505773103890292,False,True,False,True
2024-10-02,159,33765,771,0.02283429586850289,0.025082950772618347,0.027636010783792162,0.022529890761444533,False,False,False,False
2024-10-03,160,34997,755,0.02157327770951796,0.025082950772618347,0.027590670471882323,0.022575231073354372,False,True,False,True
2024-10-04,161,34629,466,0.013456929163417945,0.025082950772618347,0.02760395994095647,0.022561941604280225,False,True,False,True
2024-10-05,162,29813,902,0.030255257773454534,0.025082950772618347,0.027799962795895555,0.02236593874934114,False,True,False,True
2024-10-07,163,32822,793,0.024160623971726282,0.025082950772618347,0.027672426710125937,0.022493474835110758,False,False,False,False
2024-10-08,164,31997,793,0.024783573460011876,0.025082950772618347,0.02770559734861986,0.022460304196616834,False,False,False,False
2024-10-09,165,32586,789,0.024212852145092986,0.025082950772618347,0.027681786770071104,0.02248411477516559,False,False,False,False
2024-10-10,166,31642,629,0.019878642310852665,0.025082950772618347,0.02772026839796232,0.022445633147274376,False,True,False,True
2024-10-11,167,32848,997,0.03035192401363858,0.025082950772618347,0.027671401690303257,0.022494499854933438,False,True,False,True
2024-10-12,168,31582,784,0.02482426698752454,0.025082950772618347,0.027722772418805525,0.02244312912643117,False,False,False,False
2024-10-14,169,30032,592,0.019712306872669155,0.025082950772618347,0.02779003814267421,0.022375863402562486,False,True,False,True
2024-10-15,170,32319,925,0.028620935053683592,0.025082950772618347,0.02769249969401129,0.022473401851225407,False,True,False,True
2024-10-16,171,33114,896,0.027058041915806002,0.025082950772618347,0.02766098440098159,0.022504917144255104,False,False,False,False
2024-10-17,172,32479,693,0.021336863819698883,0.025082950772618347,0.027686064100080253,0.022479837445156442,False,True,False,True
2024-10-18,173,28917,488,0.016875886156931908,0.025082950772618347,0.027841735307727947,0.022324166237508748,False,True,False,True
2024-10-19,174,33520,989,0.029504773269689737,0.025082950772618347,0.027645324043123427,0.022520577502113268,False,True,False,True
2024-10-21,175,30998,644,0.020775533905413254,0.025082950772618347,0.027747523407195503,0.022418378138041192,False,True,False,True
2024-10-22,176,32469,899,0.027687948504727587,0.025082950772618347,0.027686464930553576,0.02247943661468312,False,True,False,True
2024-10-23,177,34240,1080,0.03154205607476635,0.025082950772618347,0.02761824006546737,0.022547661479769325,False,True,False,True
2024-10-24,178,32743,698,0.021317533518614665,0.025082950772618347,0.027675548680555107,0.02249035286468159,False,True,False,True
2024-10-25,179,33282,944,0.028363680067303648,0.025082950772618347,0.027654469504141736,0.02251143204109496,False,True,False,True
2024-10-26,180,30857,750,0.024305668081796676,0.025082950772618347,0.027753604304995044,0.02241229724024165,False,False,False,False
2024-10-28,181,33907,952,0.028076798301235734,0.025082950772618347,0.027630659161923657,0.022535242383313038,False,True,False,True
2024-10-29,182,31079,803,0.025837382155152997,0.025082950772618347,0.027744048855334782,0.022421852689901912,False,False,False,False
2024-10-30,183,30772,1010,0.03282204601585857,0.025082950772618347,0.027757290269586017,0.022408611275650678,False,True,False,True
2024-10-31,184,28744,682,0.023726690787642637,0.025082950772618347,0.02785002492900578,0.022315876616230915,False,False,False,False
2024-11-01,185,31783,618,0.019444357046219676,0.025082950772618347,0.027714411884601293,0.022451489660635402,False,True,False,True
2024-11-02,186,31757,611,0.01923985263091602,0.025082950772618347,0.027715488875357602,0.022450412669879093,False,True,False,True
2024-11-04,187,34797,917,0.026352846509756587,0.025082950772618347,0.02759786685852887,0.022568034686707823,False,False,False,False
2024-11-05,188,33485,888,0.026519337016574586,0.025082950772618347,0.02764666284619246,0.022519238699044236,False,False,False,False
2024-11-06,189,32188,746,0.023176339008326084,0.025082950772618347,0.027697804524927983,0.022468097020308712,False,False,False,False
2024-11-07,190,31370,848,0.027032196365954733,0.025082950772618347,0.02773167742116697,0.022434224124069726,False,False,False,False
2024-11-08,191,33022,907,0.027466537459875234,0.025082950772618347,0.02766457313163116,0.022501328413605536,False,False,False,False
2024-11-09,192,32846,849,0.025847896243073737,0.025082950772618347,0.027671480494770043,0.022494421050466652,False,False,False,False
2024-11-11,193,34669,796,0.02295999307738902,0.025082950772618347,0.027602505190745405,0.02256339635449129,False,False,False,False
2024-11-12,194,32741,660,0.02015821141687792,0.025082950772618347,0.027675627864401555,0.02249027368083514,False,True,False,True
2024-11-13,195,33366,756,0.022657795360546663,0.025082950772618347,0.027651230522897537,0.02251467102233916,False,False,False,False
2024-11-14,196,33604,718,0.021366503987620522,0.025082950772618347,0.027642119453912543,0.022523782091324152,False,True,False,True
2024-11-15,197,30616,773,0.02524823621635746,0.025082950772618347,0.02776409499370812,0.022401806551528576,False,False,False,False
2024-11-16,198,31081,987,0.03175573501496091,0.025082950772618347,0.027743963235795734,0.02242193830944096,False,True,False,True
2024-11-18,199,32322,709,0.021935523791844564,0.025082950772618347,0.027692378587204337,0.022473522958032358,False,True,False,True
2024-11-19,200,34124,926,0.027136326339233383,0.025082950772618347,0.027622545598946623,0.02254335594629007,False,False,False,False
2024-11-20,201,29504,668,0.022640997830802603,0.025082950772618347,0.027814153582726143,0.022351747962510552,False,False,False,False
2024-11-21,202,31759,822,0.025882427028558835,0.025082950772618347,0.02771540598296333,0.022450495562273364,False,False,False,False
2024-11-22,203,34321,932,0.027155385915328806,0.025082950772618347,0.027615246566719716,0.02255065497851698,False,False,False,False
2024-11-23,204,33167,784,0.02363795338740314,0.025082950772618347,0.027658923762228272,0.022506977783008423,False,False,True,True
2024-11-25,205,31988,605,0.01891334250343879,0.025082950772618347,0.027705966270702383,0.022459935274534312,False,True,True,True
2024-11-26,206,30782,761,0.02472224027028783,0.025082950772618347,0.027756855834407634,0.02240904571082906,False,False,True,True
2024-11-27,207,32121,741,0.02306902026711497,0.025082950772618347,0.02770053021743867,0.022465371327798026,False,False,True,True
2024-11-28,208,32271,596,0.018468594093768397,0.025082950772618347,0.027694439699053067,0.022471461846183628,False,True,True,True
2024-11-29,209,33987,829,0.024391679171447907,0.025082950772618347,0.02762765894492115,0.022538242600315544,False,False,True,True
2024-11-30,210,31590,701,0.02219056663501108,0.025082950772618347,0.027722438137223054,0.02244346340801364,False,True,True,True
2024-12-02,211,33479,817,0.024403357328474568,0.025082950772618347,0.027646892566066297,0.022519008979170398,False,False,True,True
2024-12-03,212,31760,721,0.022701511335012595,0.025082950772618347,0.027715364539702435,0.02245053700553426,False,False,True,True
2024-12-04,213,34106,701,0.020553568287104907,0.025082950772618347,0.027623215666926708,0.022542685878309987,False,True,True,True
2024-12-05,214,33604,963,0.028657302702059278,0.025082950772618347,0.027642119453912543,0.022523782091324152,False,True,False,True
2024-12-06,215,33950,804,0.023681885125184095,0.025082950772618347,0.02762904522714704,0.022536856318089656,False,False,False,False
2024-12-07,216,33999,836,0.024588958498779376,0.025082950772618347,0.027627209825932073,0.022538691719304622,False,False,False,False
2024-12-09,217,35429,873,0.024640830957690027,0.025082950772618347,0.02757533476409068,0.022590566781146015,False,False,False,False
2024-12-10,218,32662,750,0.02296246402547303,0.025082950772618347,0.027678761441474468,0.022487140103762227,False,False,False,False
2024-12-11,219,32638,932,0.028555671303388687,0.025082950772618347,0.027679715666725002,0.022486185878511693,False,True,False,True
2024-12-12,220,34934,953,0.0272800137401958,0.025082950772618347,0.027592930665061438,0.022572970880175257,False,False,False,False
2024-12-13,221,30280,766,0.025297225891677676,0.025082950772618347,0.027778929523642044,0.02238697202159465,False,False,False,False
2024-12-14,222,33611,1039,0.030912498884293833,0.025082950772618347,0.027641852947209514,0.02252404859802718,False,True,False,True
2024-12-16,223,29198,798,0.027330639084868828,0.025082950772618347,0.02782842801529109,0.022337473529945605,False,False,False,False
2024-12-17,224,28871,875,0.03030722870700703,0.025082950772618347,0.02784393221084793,0.022321969334388764,False,True,False,True
2024-12-18,225,32905,506,0.015377602188117307,0.025082950772618347,0.027669158784166807,0.022496742761069888,False,True,False,True
2024-12-19,226,32145,721,0.022429615803390885,0.025082950772618347,0.027699552870463565,0.02246634867477313,False,True,False,True
2024-12-20,227,33233,999,0.03006048205097343,0.025082950772618347,0.027656364578399657,0.022509536966837038,False,True,False,True
2024-12-21,228,34185,906,0.02650285212812637,0.025082950772618347,0.027620278750121616,0.02254562279511508,False,False,False,False
2024-12-23,229,31761,570,0.01794653820723529,0.025082950772618347,0.027715323098398827,0.022450578446837868,False,True,False,True
2024-12-24,230,34060,949,0.027862595419847327,0.025082950772618347,0.027624930475468244,0.02254097106976845,False,True,False,True
2024-12-25,231,30571,790,0.025841483759118117,0.025082950772618347,0.027766067567771013,0.022399833977465682,False,False,False,False
2024-12-26,232,31253,823,0.02633347198668928,0.025082950772618347,0.027736630729969423,0.02242927081526727,False,False,False,False
2024-12-27,233,30154,761,0.025237116137162566,0.025082950772618347,0.027784556292987712,0.022381345252248983,False,False,False,False
2024-12-28,234,34613,874,0.025250628376621502,0.025082950772618347,0.02760454254700598,0.022561358998230713,False,False,False,False
2024-12-30,235,31968,841,0.026307557557557558,0.025082950772618347,0.02770678665526505,0.022459114889971644,False,False,False,False
2024-12-31,236,31810,864,0.02716127004086765,0.025082950772618347,0.027713294868994008,0.022452606676242687,False,False,False,False
2025-01-01,237,32049,687,0.02143592623794814,0.025082950772618347,0.027703468842495214,0.02246243270274148,False,True,False,True
2025-01-02,238,32632,856,0.026231919588134346,0.025082950772618347,0.027679954387508823,0.02248594715772787,False,False,False,False
